qkey,attribute,configuration,declared_class_idx,declared_class,declaration,steer_class_idx,steer_class,magnitude,from_idx,to_idx_exclusive,seed,n_options,option_letters,options,response_distribution,question
RACESURV19e_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.57845908, 0.1850673, 0.23647361]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.62307662, 0.15388906, 0.22303434]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.65164959, 0.12707041, 0.22128001]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.15803128, 0.08804359, 0.75392509]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.1101966, 0.08189116, 0.80791229]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.09418517, 0.08659814, 0.81921673]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.08665639, 0.09117056, 0.822173]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.08636464, 0.09901755, 0.81461775]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.25837645, 0.1254317, 0.6161918]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.18578304, 0.11513022, 0.69908673]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.19635133, 0.14778018, 0.65586847]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.235598, 0.1964654, 0.5679366]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.28839254, 0.24166797, 0.46993944]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.34505194, 0.24877439, 0.40617368]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.41834146, 0.19626427, 0.38539422]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.10448328, 0.08958773, 0.80592906]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.09871802, 0.16180766, 0.7394743]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.11896563, 0.2856625, 0.59537184]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.16376612, 0.38714167, 0.44909221]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.22455585, 0.42696524, 0.34847888]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.30835947, 0.4647142, 0.22692639]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.26315245, 0.09938275, 0.63746482]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.37284479, 0.13538203, 0.49177319]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.44301149, 0.25664592, 0.30034262]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.39301905, 0.40037948, 0.20660147]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.37912142, 0.42667413, 0.19420439]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.29551458, 0.55654293, 0.14794251]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.13739148, 0.12781306, 0.73479545]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.11180712, 0.17182265, 0.71637022]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.11901262, 0.23761123, 0.64337617]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.15760487, 0.29444468, 0.54795045]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.24945368, 0.2997255, 0.45082086]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.55531627, 0.18134424, 0.26333949]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.26133797, 0.1062106, 0.63245147]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.32468623, 0.11100963, 0.56430423]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.3564747, 0.12586974, 0.51765555]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.40316749, 0.14530635, 0.45152614]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.47908068, 0.18219402, 0.33872527]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV19e_W43,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.50643879, 0.30478027, 0.1887809]","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs"
RACESURV1b_W43,gender,declare_male__steer_female,0,male,I am a man.,1,female,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.06594529, 0.00211981, 0.93193489]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_male__steer_female,0,male,I am a man.,1,female,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.00559401, 0.00075781, 0.99364811]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_male__steer_female,0,male,I am a man.,1,female,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.00686397, 0.00190978, 0.99122626]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_male__steer_female,0,male,I am a man.,1,female,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.02117727, 0.00896702, 0.96985573]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_male__steer_female,0,male,I am a man.,1,female,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.07557116, 0.03905296, 0.88537586]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_male__steer_female,0,male,I am a man.,1,female,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.30111325, 0.26417902, 0.43470773]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.81208134, 0.01160637, 0.1763123]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.97211939, 0.00554814, 0.02233246]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.99341547, 0.00200194, 0.00458249]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.99586666, 0.00135792, 0.00277542]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.98819554, 0.00338752, 0.00841702]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,gender,declare_female__steer_male,1,female,I am a woman.,0,male,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.73600525, 0.08503255, 0.17896222]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.08597433, 0.0040447, 0.90998101]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.03897043, 0.00199401, 0.95903563]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.02142599, 0.00115342, 0.97742063]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01576908, 0.00098089, 0.98325008]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01448579, 0.00122681, 0.98428738]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01807789, 0.0025841, 0.97933805]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01005866, 0.00130659, 0.98863482]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01158284, 0.00125222, 0.98716497]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01741488, 0.00158231, 0.98100281]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01864501, 0.00237045, 0.97898453]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01205537, 0.00372002, 0.98422456]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.01261071, 0.01831268, 0.96907657]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.02654804, 0.0223994, 0.95105255]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.04313634, 0.07685662, 0.88000703]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.05136761, 0.18656932, 0.76206315]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.05537502, 0.23945417, 0.70517087]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.06105712, 0.258697, 0.68024588]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.08444209, 0.33397499, 0.5815829]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.2272438, 0.00699751, 0.76575869]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.22574753, 0.01055835, 0.76369405]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.19394468, 0.01772533, 0.78832996]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.13076575, 0.0198587, 0.84937549]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,9.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.11405315, 0.0232166, 0.86273021]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,13.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.29850072, 0.08901557, 0.61248368]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,1.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.08315983, 0.01753368, 0.89930642]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,3.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.10806062, 0.03698184, 0.85495752]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,5.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.07119847, 0.06649402, 0.86230755]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
RACESURV1b_W43,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,7.0,19,29,42,3,"[""A"", ""B"", ""C""]","[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.03891299, 0.0736998, 0.8873871]","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?"
